location,date,deliveries,receipts
TRUNKLINE,2002-01-12,-6055,0
TRUNKLINE,2002-01-13,-6055,0
TRUNKLINE,2002-01-14,-6055,0
TRUNKLINE,2002-01-15,-6055,0
TRUNKLINE,2002-01-16,0,10000
TRUNKLINE,2002-01-17,0,34000
TRUNKLINE,2002-01-18,0,12000
TRUNKLINE,2002-01-19,-55,11500
TRUNKLINE,2002-01-20,-55,11500
TRUNKLINE,2002-01-21,-55,11500
TRUNKLINE,2002-01-22,-55,11500
TRUNKLINE,2002-01-23,-55,39101
TRUNKLINE,2002-01-24,0,35600
TRUNKLINE,2002-01-25,0,0
TRUNKLINE,2002-01-26,0,0
TRUNKLINE,2002-01-27,0,0
TRUNKLINE,2002-01-28,0,0
TRUNKLINE,2002-01-29,0,0
TRUNKLINE,2002-01-30,0,0
TRUNKLINE,2002-01-31,-6255,0
TRUNKLINE,2002-02-01,0,0
TRUNKLINE,2002-02-02,-55,0
TRUNKLINE,2002-02-03,-55,0
TRUNKLINE,2002-02-04,-55,0
TRUNKLINE,2002-02-05,-55,0
